video_duration_sec,processed_frames,estimated_video_fps,mean_total_count,median_total_count,min_total_count,max_total_count,std_total_count,mean_abs_count_change,max_positive_count_change,max_negative_count_change,mean_full_pipeline_fps,median_full_pipeline_fps,mean_processing_time_sec,median_processing_time_sec
308.52851034631567,9269,30.03936326531647,172.54871075628438,158.0,76,323,46.697061863165466,7.638795986622074,52.0,-48.0,1.6161219347562221,1.6156247399934054,0.618863995142875,0.6189556121826172
