mean_entropy,median_entropy,min_entropy,max_entropy,mean_normalized_entropy,median_normalized_entropy,min_normalized_entropy,max_normalized_entropy
1.5107590310975085,1.5496380851308365,0.6817051216879215,1.9340276497911582,0.7265215207141971,0.745218393530309,0.32783086613592394,0.9300706997652803
