frame_id,timestamp_sec,zone_name,zone_short_id,zone_count,zone_density_pixel,zone_area_pixels,risk_level,inference_time_sec,inference_fps,count_change,density_change,density_trend,count_trend,density_rolling_mean_5s,density_rolling_std_5s,density_z_score,density_spike_anomaly,density_change_z_score,accumulation_anomaly,csv_anomaly_score
21,0.6990827273708059,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5609309673309326,1.782750566898243,0.0,0.0,STABLE,STABLE,4.809063353157844e-06,5.392036389041512e-06,-0.8918825850158446,0,0.1211829801800347,0,0.0
22,0.73237238105513,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5597074031829834,1.7866477990341556,0.0,0.0,STABLE,STABLE,4.599973642150982e-06,5.362651775786714e-06,-0.8577796647025724,0,0.1186022603649815,0,0.0
23,0.765662034739454,crosswalk_bottom,CW4,1,1.0579939376947258e-05,94518.5,LOW,0.55556321144104,1.7999751952728542,1.0,1.0579939376947258e-05,STABLE,STABLE,4.849138881100826e-06,5.384949800346453e-06,1.0642254261084714,0,2.3979157616563596,0,0.0
24,0.7989516884237782,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5608539581298828,1.7829953511149503,1.0,1.0579939376947261e-05,STABLE,STABLE,5.501568476012574e-06,6.199278741285836e-06,2.5258277505092703,1,2.1117184563074876,0,0.6
25,0.8322413421081023,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.557755708694458,1.7928996232789902,0.0,0.0,STABLE,STABLE,6.103811179008034e-06,6.806167625159211e-06,2.212121182445061,0,-0.08633531446374634,0,0.0
26,0.8655309957924263,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5633904933929443,1.774967827337009,0.0,0.0,STABLE,STABLE,6.661443311411237e-06,7.275848793456471e-06,1.9926795971244535,0,-0.08477199283006343,0,0.0
27,0.8988206494767504,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5632400512695312,1.77544192346766,0.0,0.0,STABLE,STABLE,7.1792445772142104e-06,7.647523659600093e-06,1.8281256520377196,0,-0.08329049944032951,0,0.0
28,0.9321103031610746,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5633156299591064,1.7752037167379755,0.0,0.0,STABLE,STABLE,7.661335410892843e-06,7.945805015739969e-06,1.6988264016373673,0,-0.08188394740675294,0,0.0
29,0.9653999568453986,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5615592002868652,1.780756150890526,0.0,0.0,STABLE,STABLE,8.111286855659566e-06,8.187332244244872e-06,1.5937538027001665,0,-0.08054623361424619,0,0.0
30,0.9986896105297228,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5618510246276855,1.7798312295731007,0.0,0.0,STABLE,STABLE,8.532209174957466e-06,8.383939360493981e-06,1.5061737729688245,0,-0.07927192783137711,0,0.0
31,1.0319792642140468,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5628705024719238,1.7766075777791897,0.0,0.0,STABLE,STABLE,8.92682384929925e-06,8.54435892249578e-06,1.4317112630167965,0,-0.07805618038052776,0,0.0
32,1.065268917898371,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5620400905609131,1.7792325081330145,0.0,0.0,STABLE,STABLE,9.297522482771833e-06,8.675217949084811e-06,1.3673842364241813,0,-0.07689464481087928,0,0.0
33,1.0985585715826949,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.566993236541748,1.7636894685010398,0.0,0.0,STABLE,STABLE,9.646415314275443e-06,8.781657557499578e-06,1.3110808938099077,0,-0.07578341278029065,0,0.0
34,1.131848225267019,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5657405853271484,1.7675945935922808,0.0,0.0,STABLE,STABLE,9.975371412550274e-06,8.867737672318567e-06,1.2612582548824918,0,-0.07471895893481212,0,0.0
35,1.1651378789513431,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5662696361541748,1.765943176454787,0.0,0.0,STABLE,STABLE,1.0286052172032058e-05,8.936711798107711e-06,1.2167592317528826,0,-0.07369809402348193,0,0.0
36,1.1984275326356673,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5661001205444336,1.7664719785579153,0.0,0.0,STABLE,STABLE,1.057993937694726e-05,8.991219555947125e-06,1.1766968108291045,0,-0.07271792483455798,0,0.0
37,1.2317171863199914,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5702986717224121,1.7534671735773235,0.0,0.0,STABLE,STABLE,1.0858358834235344e-05,9.033425174164195e-06,1.140378064914044,0,-0.07177581981184925,0,0.0
38,1.2650068400043155,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.565422773361206,1.7685881204526144,0.0,0.0,STABLE,STABLE,1.1122500370636861e-05,9.06511932355866e-06,1.1072527591746384,0,-0.07086937942436577,0,0.0
39,1.2982964936886394,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5648999214172363,1.7702250648064752,0.0,0.0,STABLE,STABLE,1.1373434830218305e-05,9.087795419671123e-06,1.0768776663361965,0,-0.0699964105325208,0,0.0
40,1.3315861473729635,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5789706707000732,1.7272032083953943,0.0,0.0,STABLE,STABLE,1.161212858445431e-05,9.102707728517542e-06,1.0488912150313705,0,-0.06915490412967201,0,0.0
41,1.3648758010572877,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.583843469619751,1.71278784817322,0.0,0.0,STABLE,STABLE,1.183945596944098e-05,9.11091624512373e-06,1.0229951119835987,0,-0.06834301594649281,0,0.0
42,1.3981654547416118,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5658562183380127,1.7672333847229238,0.0,0.0,STABLE,STABLE,1.2056209987684086e-05,9.113321789507544e-06,0.9989407788378302,0,-0.06755904949332582,0,0.0
43,1.431455108425936,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5671370029449463,1.7632423820123635,0.0,0.0,STABLE,STABLE,1.2263111550552506e-05,9.110693756740897e-06,0.9765191807439909,0,-0.06680144118673137,0,0.0
44,1.46474476211026,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5664417743682861,1.765406517051522,0.0,0.0,STABLE,STABLE,1.246081748840455e-05,9.10369227581306e-06,0.9555530879049893,0,-0.06606874726434102,0,0.0
45,1.498034415794584,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5727527141571045,1.7459541880506964,0.0,0.0,STABLE,STABLE,1.2649927515915201e-05,9.092886061219315e-06,0.9358911109943208,0,-0.0653596322395228,0,0.0
46,1.531324069478908,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.586604118347168,1.7047272065147236,0.0,0.0,STABLE,STABLE,1.2830990308212634e-05,9.078766910194507e-06,0.9174030491221681,0,-0.06467285868634354,0,0.0
47,1.5646137231632322,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5677478313446045,1.7613453452242822,0.0,0.0,STABLE,STABLE,1.3004508817497672e-05,9.061761561964395e-06,0.8999762221319073,0,-0.06400727817751017,0,0.0
48,1.5979033768475563,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5704574584960938,1.7529790961736502,0.0,0.0,STABLE,STABLE,1.317094493864863e-05,9.042241463839091e-06,0.8835125502005787,0,-0.0633618232246777,0,0.0
49,1.6311930305318805,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5687563419342041,1.7582221529156747,0.0,0.0,STABLE,STABLE,1.3330723614953547e-05,9.020530862893275e-06,0.8679262072198957,0,-0.06273550009275095,0,0.0
50,1.6644826842162046,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5746326446533203,1.7402422387668328,0.0,0.0,STABLE,STABLE,1.3484236460815135e-05,8.996913548184877e-06,0.8531417193208377,0,-0.0621273823783999,0,0.0
51,1.6977723379005285,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5733137130737305,1.7442457370130895,0.0,0.0,STABLE,STABLE,1.3631844966451277e-05,8.971638497912227e-06,0.8390924120711146,0,-0.06153660525860839,0,0.0
52,1.7310619915848526,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5690898895263672,1.7571916465292745,0.0,0.0,STABLE,STABLE,1.3773883339799261e-05,8.944924632297905e-06,0.8257191332195534,0,-0.060962360328211854,0,0.0
53,1.7643516452691768,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5690228939056396,1.757398534769374,0.0,0.0,STABLE,STABLE,1.3910661032652877e-05,8.916964831865344e-06,0.8129691950041228,0,-0.060403890956478044,0,0.0
54,1.7976412989535009,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5711896419525146,1.7507320276006233,0.0,0.0,STABLE,STABLE,1.4042464991220909e-05,8.887929348958412e-06,0.8007954927665699,0,-0.059860488102192945,0,0.0
55,1.830930952637825,crosswalk_bottom,CW4,2,2.115987875389452e-05,94518.5,LOW,0.5729045867919922,1.745491348916492,0.0,0.0,STABLE,STABLE,1.4169561665554365e-05,8.857968715540442e-06,0.7891557661607367,0,-0.059331486534713124,0,0.0
56,1.8642206063221487,crosswalk_bottom,CW4,1,1.0579939376947258e-05,94518.5,LOW,0.5735712051391602,1.7434626965929705,-1.0,-1.0579939376947261e-05,STABLE,STABLE,1.4106585835929679e-05,8.791389726231455e-06,-0.40114777854287714,0,-3.0550504633038944,0,0.0
57,1.897510260006473,crosswalk_bottom,CW4,1,1.0579939376947258e-05,94518.5,LOW,0.5735671520233154,1.7434750167829522,0.0,0.0,STABLE,STABLE,1.404578158663688e-05,8.72622651711044e-06,-0.39717536588051844,0,0.0,0,0.0
58,1.9307999136907967,crosswalk_bottom,CW4,1,1.0579939376947258e-05,94518.5,LOW,0.5776329040527344,1.7312033178579211,0.0,0.0,STABLE,STABLE,1.3987038498337055e-05,8.662432896629211e-06,-0.39331896270337535,0,0.0,0,0.0
59,1.9640895673751213,crosswalk_bottom,CW4,1,1.0579939376947258e-05,94518.5,LOW,0.5744681358337402,1.740740587027816,0.0,0.0,STABLE,STABLE,1.3930253512980559e-05,8.599964511444601e-06,-0.38957301876941386,0,0.0,0,0.0
60,1.9973792210594452,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5783648490905762,1.7290124072588524,-1.0,-1.0579939376947258e-05,STABLE,STABLE,1.3701888701292352e-05,8.712514724525037e-06,-1.5726674943484025,0,-2.8830830876876017,0,0.0
61,2.0306688747437693,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5744881629943848,1.7406799032859697,0.0,0.0,STABLE,STABLE,1.3480890496432798e-05,8.814284634484579e-06,-1.5294367104609734,0,0.047667801764284375,0,0.0
62,2.0639585284280937,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5755796432495117,1.7373790260447128,0.0,0.0,STABLE,STABLE,1.3266908107600532e-05,8.906357068268859e-06,-1.489599844909344,0,0.04729325783504702,0,0.0
63,2.0972481821124176,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5763649940490723,1.7350116858673394,0.0,0.0,STABLE,STABLE,1.3059612668419273e-05,8.989675601345559e-06,-1.4527345866033845,0,0.04692740359378187,0,0.0
64,2.130537835796742,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5794923305511475,1.7256483775184968,0.0,0.0,STABLE,STABLE,1.2858695550443592e-05,9.065067248964446e-06,-1.418488710264396,0,0.04656990824318189,0,0.0
65,2.163827489481066,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5749602317810059,1.739250725049947,0.0,0.0,STABLE,STABLE,1.2663866829982326e-05,9.133260634933737e-06,-1.3865657990252025,0,0.04622045834623895,0,0.0
66,2.1971171431653898,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.593796968460083,1.6840773077594844,0.0,0.0,STABLE,STABLE,1.2474853892221396e-05,9.194900700668809e-06,-1.3567143679228655,0,0.045878756672511706,0,0.0
67,2.230406796849714,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5797908306121826,1.724759943071421,0.0,0.0,STABLE,STABLE,1.2291400158512257e-05,9.25056073184563e-06,-1.3287194706152623,0,0.04554452113671584,0,0.0
68,2.263696450534038,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5800836086273193,1.7238894275367471,0.0,0.0,STABLE,STABLE,1.211326392433092e-05,9.300752280064447e-06,-1.302396145986482,0,0.04521748382103341,0,0.0
69,2.2969861042183624,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5780150890350342,1.730058642014774,0.0,0.0,STABLE,STABLE,1.1940217296840478e-05,9.345933414460035e-06,-1.2775842462526605,0,0.04489739007345012,0,0.0
70,2.3302757579026863,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5795643329620361,1.7254339908896776,0.0,0.0,STABLE,STABLE,1.1772045222237091e-05,9.386515635071306e-06,-1.2541443150909601,0,0.044583997675232474,0,0.0
71,2.3635654115870106,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5804810523986816,1.7227091149104166,0.0,0.0,STABLE,STABLE,1.1608544594150464e-05,9.422869704066907e-06,-1.2319542728199053,0,0.04427707607136727,0,0.0
72,2.3968550652713345,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5811550617218018,1.7207111593199869,0.0,0.0,STABLE,STABLE,1.1449523435326485e-05,9.455330594599446e-06,-1.2109067283026627,0,0.0439764056584137,0,0.0
73,2.4301447189556584,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5809636116027832,1.7212782006108165,0.0,0.0,STABLE,STABLE,1.1294800145659911e-05,9.484201714656335e-06,-1.1909067821918615,0,0.043681777124774855,0,0.0
74,2.4634343726399828,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5863151550292969,1.7055673751943734,0.0,0.0,STABLE,STABLE,1.1144202810384447e-05,9.509758530994712e-06,-1.1718702187929027,0,0.04339299083889034,0,0.0
75,2.4967240263243067,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5850203037261963,1.7093423828722778,0.0,0.0,STABLE,STABLE,1.0997568562879388e-05,9.532251693421313e-06,-1.153722007830465,0,0.04310985628129045,0,0.0
76,2.530013680008631,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5886192321777344,1.6988911427515991,0.0,0.0,STABLE,STABLE,1.0854742997127707e-05,9.551909740402398e-06,-1.13639505524373,0,0.04283219151684471,0,0.0
77,2.563303333692955,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5846540927886963,1.7104130670328117,0.0,0.0,STABLE,STABLE,1.071557962536966e-05,9.568941451890139e-06,-1.119829155528277,0,0.04255982270388605,0,0.0
78,2.596592987377279,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5933670997619629,1.6852973486416138,0.0,0.0,STABLE,STABLE,1.057993937694726e-05,9.583537903327572e-06,-1.103970108290981,0,0.042292583637204784,0,0.0
79,2.629882641061603,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5899949073791504,1.6949298841275704,0.0,0.0,STABLE,STABLE,1.0447690134735418e-05,9.595874265304353e-06,-1.08876896944252,0,0.042030315322184895,0,0.0
80,2.663172294745927,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5895099639892578,1.69632416937099,0.0,0.0,STABLE,STABLE,1.0318706305911524e-05,9.60611138572888e-06,-1.0741814134324212,0,0.04177286557760624,0,0.0
81,2.6964619484302514,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5850307941436768,1.7093117319810889,0.0,0.0,STABLE,STABLE,1.0192868424132115e-05,9.614397185243982e-06,-1.060167187577393,0,0.04152008866486001,0,0.0
82,2.729751602114576,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5871627330780029,1.703105363580956,0.0,0.0,STABLE,STABLE,1.0070062780467874e-05,9.620867891628554e-06,-1.0466896431693216,0,0.041271844941526914,0,0.0
83,2.7630412557989,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5873138904571533,1.7026670341844292,0.0,0.0,STABLE,STABLE,9.950181080700398e-06,9.625649134855479e-06,-1.0337153309141256,0,0.04102800053744901,0,0.0
84,2.796330909483224,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5890536308288574,1.6976382924469882,0.0,0.0,STABLE,STABLE,9.833120126809806e-06,9.628856921131095e-06,-1.0212136505248555,0,0.04078842705158952,0,0.0
85,2.8296205631675475,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.6107070446014404,1.6374463154467456,0.0,0.0,STABLE,STABLE,9.71878152068411e-06,9.630598501479053e-06,-1.0091565461057808,0,0.040553001268122425,0,0.0
86,2.862910216851872,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5990810394287109,1.6692232505866134,0.0,0.0,STABLE,STABLE,9.607071388262453e-06,9.630973148138901e-06,-0.9975182404198618,0,0.04032160489032696,0,0.0
87,2.896199870536196,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5953059196472168,1.6798085941974308,0.0,0.0,STABLE,STABLE,9.497900122486744e-06,9.630072850138117e-06,-0.9862750023070201,0,0.04009412429098251,0,0.0
88,2.92948952422052,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5964276790618896,1.6766492151619825,0.0,0.0,STABLE,STABLE,9.391182143582398e-06,9.627982937795281e-06,-0.9754049424741598,0,0.039870450278068306,0,0.0
89,2.962779177904844,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5922513008117676,1.6884724417309895,0.0,0.0,STABLE,STABLE,9.286835675320371e-06,9.624782644565458e-06,-0.9648878336555574,0,0.039650477874671415,0,0.0
90,2.996068831589168,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5921933650970459,1.688637629089486,0.0,0.0,STABLE,STABLE,9.184782536031138e-06,9.620545613501754e-06,-0.9547049517795484,0,0.039434106112095975,0,0.0
91,3.0293584852734923,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5956587791442871,1.6788135003005955,0.0,0.0,STABLE,STABLE,9.084947943248189e-06,9.615340354643014e-06,-0.9448389353020966,0,0.039221237835248085,0,0.0
92,3.062648138957816,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5942530632019043,1.6827847627942956,0.0,0.0,STABLE,STABLE,8.987260330955198e-06,9.609230658817612e-06,-0.9352736603016516,0,0.03901177951944489,0,0.0
93,3.0959377926421405,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5951941013336182,1.6801241775739306,0.0,0.0,STABLE,STABLE,8.891651178498229e-06,9.602275972653208e-06,-0.9259941292898889,0,0.03880564109786391,0,0.0
94,3.1292274463264644,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5978841781616211,1.6725647483678323,0.0,0.0,STABLE,STABLE,8.79805485030351e-06,9.594531738982695e-06,-0.9169863719932168,0,0.038602735798909785,0,0.0
95,3.162517100010789,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5944340229034424,1.6822724835224248,0.0,0.0,STABLE,STABLE,8.706408445612848e-06,9.586049706321434e-06,-0.9082373566111894,0,0.03840297999283201,0,0.0
96,3.1958067536951127,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5963382720947266,1.6769005894713949,0.0,0.0,STABLE,STABLE,8.616651657513748e-06,9.576878210646899e-06,-0.8997349102690229,0,0.03820629304697814,0,0.0
97,3.2290964073794366,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5988590717315674,1.6698419498072496,0.0,0.0,STABLE,STABLE,8.528726640600342e-06,9.567062432328162e-06,-0.8914676475592791,0,0.03801259718911377,0,0.0
98,3.262386061063761,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5992081165313721,1.6688692499505622,0.0,0.0,STABLE,STABLE,8.442577886654883e-06,9.556644630720185e-06,-0.883424906218225,0,0.0378218173782835,0,0.0
99,3.295675714748085,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5976154804229736,1.673316760958453,0.0,0.0,STABLE,STABLE,8.358152107788335e-06,9.545664358648926e-06,-0.8755966891100004,0,0.037633881182725974,0,0.0
100,3.328965368432409,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.595311164855957,1.6797937936238143,0.0,0.0,STABLE,STABLE,8.275398126523104e-06,9.534158658761687e-06,-0.8679736118003649,0,0.03744871866439227,0,0.0
101,3.362255022116733,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5950314998626709,1.6805832972385375,0.0,0.0,STABLE,STABLE,8.194266772341505e-06,9.522162243497337e-06,-0.8605468550945298,0,0.03726626226964964,0,0.0
102,3.395544675801057,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5967719554901123,1.6756819599183874,0.0,0.0,STABLE,STABLE,8.114710784260519e-06,9.509707660238737e-06,-0.8533081219929743,0,0.03708644672578295,0,0.0
103,3.4288343294853814,crosswalk_bottom,CW4,1,1.0579939376947258e-05,94518.5,LOW,0.5968890190124512,1.675353320546076,1.0,1.0579939376947258e-05,STABLE,STABLE,8.138414905344045e-06,9.466518400111485e-06,0.25791155400642957,0,3.5881750236018313,1,0.4
104,3.4621239831697053,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.6004588603973389,1.6653930284887035,-1.0,-1.0579939376947258e-05,STABLE,STABLE,8.060906191959817e-06,9.454315748807274e-06,-0.8526165622273356,0,-3.3687544968981147,0,0.0
105,3.4954136368540296,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5980024337768555,1.6722339969157214,0.0,0.0,STABLE,STABLE,7.984859907130006e-06,9.441705949362784e-06,-0.8457009728913343,0,0.032240017330272874,0,0.0
106,3.528703290538353,crosswalk_bottom,CW4,0,0.0,94518.5,LOW,0.5963108539581299,1.6769776926955202,0.0,0.0,STABLE,STABLE,7.910235048184867e-06,9.428715822385782e-06,-0.8389514751737752,0,0.032090280094057275,0,0.0
